Date,Open,High,Low,Close,Volume
2021-03-03,13061.25,13192.0,12663.25,12681.75,742319
2021-03-04,12682.0,12797.0,12306.5,12455.0,1041713
2021-03-05,12435.0,12697.75,12207.25,12663.75,1003149
2021-03-08,12715.0,12761.25,12281.75,12297.25,735091
2021-03-09,12345.75,12867.5,12326.0,12788.75,629547
2021-03-10,12812.0,12993.25,12703.0,12749.25,703746
2021-03-11,12795.25,13119.25,12724.25,13048.25,479084
2021-03-12,13055.0,13095.0,12768.25,12933.5,389008
2021-03-15,12950.0,13099.0,12872.0,13078.5,219909
2021-03-16,13084.75,13298.0,13056.5,13151.5,176239
2021-03-17,13174.75,13283.25,12946.5,13201.5,138415
2021-03-18,13200.5,13279.0,12777.5,12795.5,72957
2021-03-19,12818.25,12919.0,12732.75,12808.75,5092
2021-03-22,12807.0,13157.0,12788.5,13071.75,478667
2021-03-23,13069.0,13172.0,12979.0,13006.25,604250
2021-03-24,13050.25,13145.25,12784.0,12794.0,626538
2021-03-25,12803.0,12859.5,12609.75,12770.5,737777
2021-03-26,12799.75,12988.5,12676.25,12966.75,613847
2021-03-29,12975.75,13003.0,12807.5,12944.5,568559
2021-03-30,12975.0,12984.0,12776.5,12878.25,508996
2021-03-31,12894.75,13158.0,12858.25,13089.75,470169
2021-04-01,13094.5,13332.5,13090.25,13316.0,422683
2021-04-02,13330.5,13393.0,13316.0,13316.0,41583
2021-04-05,13339.0,13615.0,13304.25,13585.5,348858
2021-04-06,13603.75,13655.0,13524.25,13570.0,451748
2021-04-07,13580.5,13641.0,13512.5,13604.75,427722
2021-04-08,13620.75,13789.75,13615.5,13747.75,430200
2021-04-09,13786.5,13841.75,13648.25,13829.5,487137
2021-04-12,13817.75,13832.25,13732.0,13808.75,448752
2021-04-13,13825.0,13994.0,13772.75,13975.75,484035
2021-04-14,13977.75,14029.0,13772.75,13798.75,656291
2021-04-15,13827.0,14034.25,13789.25,14014.0,514829
2021-04-16,14002.0,14059.5,13952.75,14029.5,489856
2021-04-19,13989.0,14052.25,13821.0,13897.25,608431
2021-04-20,13900.0,13933.75,13719.25,13794.25,603200
2021-04-21,13740.0,13926.5,13700.5,13919.25,500065
2021-04-22,13896.5,13944.75,13701.75,13750.25,615655
2021-04-23,13757.0,13981.0,13737.0,13927.0,439942
2021-04-26,13919.75,14039.25,13865.5,14011.5,396138
2021-04-27,14024.75,14050.0,13912.5,13953.0,406657
2021-04-28,13955.5,13993.5,13878.0,13892.25,497518
2021-04-29,13973.5,14064.0,13818.5,13953.5,588090
2021-04-30,13948.25,13956.75,13819.75,13850.0,547890
2021-05-03,13880.25,13947.5,13772.0,13790.0,468440
2021-05-04,13785.0,13792.5,13380.75,13536.0,655748
2021-05-05,13525.75,13665.5,13462.75,13491.0,515251
2021-05-06,13484.0,13611.5,13388.75,13597.75,562330
2021-05-07,13614.5,13818.0,13588.25,13709.75,540112
2021-05-10,13718.0,13752.0,13305.5,13356.75,591916
2021-05-11,13316.5,13375.75,13065.25,13346.0,782105
2021-05-12,13321.25,13351.75,12959.75,12998.5,747500
2021-05-13,12968.75,13223.75,12915.0,13100.25,716426
2021-05-14,13095.0,13426.25,13071.0,13387.0,464835
2021-05-17,13380.25,13448.5,13182.75,13303.5,479943
2021-05-18,13308.5,13432.25,13178.5,13212.0,434380
2021-05-19,13182.0,13243.0,12954.25,13233.5,659707
2021-05-20,13220.5,13522.75,13150.75,13486.5,459605
2021-05-21,13492.5,13570.0,13395.75,13405.0,447710
2021-05-24,13383.25,13686.0,13356.5,13635.25,360567
2021-05-25,13656.5,13738.75,13606.75,13656.25,432579
2021-05-26,13670.25,13728.5,13656.0,13700.25,338625
2021-05-27,13702.5,13720.75,13620.25,13665.5,385903
2021-05-28,13694.75,13763.5,13662.75,13686.5,362307
2021-05-31,13699.0,13719.5,13651.5,13654.75,48323
2021-06-01,13660.5,13773.0,13592.25,13648.75,395687
2021-06-02,13653.25,13712.75,13603.25,13673.75,369647
2021-06-03,13679.5,13707.75,13462.25,13529.25,546891
2021-06-04,13531.75,13783.75,13467.75,13766.75,435765
2021-06-07,13773.25,13824.0,13691.5,13804.25,386471
2021-06-08,13823.0,13917.25,13741.75,13811.5,475550
2021-06-09,13813.0,13904.25,13803.5,13814.25,370476
2021-06-10,13817.0,13976.5,13726.0,13959.75,463041
2021-06-11,13975.5,13997.75,13932.25,13994.25,204734
2021-06-14,13999.0,14133.5,13965.25,14124.75,142551
2021-06-15,14119.5,14163.0,14009.25,14030.25,97691
2021-06-16,14046.75,14103.75,13840.0,13981.25,81427
2021-06-17,13948.5,14217.75,13850.25,14165.5,76389
2021-06-18,14183.75,14214.25,14063.5,14107.5,4550
2021-06-21,14022.75,14144.0,13958.5,14130.0,497728
2021-06-22,14136.75,14279.25,14066.5,14258.25,416591
2021-06-23,14274.0,14315.75,14231.75,14263.0,360210
2021-06-24,14275.25,14422.0,14270.0,14354.25,405545
2021-06-25,14365.75,14394.25,14313.25,14339.0,375514
2021-06-28,14350.0,14519.75,14333.25,14512.5,370578
2021-06-29,14504.5,14584.75,14468.75,14563.0,355298
2021-06-30,14584.75,14598.5,14518.25,14549.0,378438
2021-07-01,14558.5,14606.25,14471.0,14548.5,431440
2021-07-02,14543.75,14729.0,14513.25,14713.75,384271
2021-07-05,14704.25,14721.75,14674.5,14693.25,49177
2021-07-06,14694.75,14790.0,14625.25,14775.5,498391
2021-07-07,14764.5,14883.75,14726.25,14802.25,467768
2021-07-08,14812.0,14822.0,14540.5,14712.25,627177
2021-07-09,14710.25,14832.0,14640.75,14810.5,418443
2021-07-12,14824.0,14888.5,14785.0,14869.25,357777
2021-07-13,14880.0,14994.75,14794.5,14865.0,502549
2021-07-14,14869.75,14996.0,14841.25,14891.75,495642
2021-07-15,14895.0,14962.75,14708.25,14787.5,621837
2021-07-16,14778.5,14869.5,14656.0,14670.5,532082
2021-07-19,14675.0,14682.5,14445.0,14540.75,708070
2021-07-20,14593.75,14782.5,14516.75,14722.75,521594
2021-07-21,14729.75,14839.5,14668.25,14827.75,397617
2021-07-22,14836.75,14982.75,14826.75,14928.5,417799
2021-07-23,14979.5,15117.25,14934.25,15098.0,440826
2021-07-26,15098.0,15134.0,15038.75,15117.75,387258
2021-07-27,15125.25,15131.5,14774.25,14947.75,664412
2021-07-28,14875.75,15074.5,14866.0,15011.5,573764
2021-07-29,14984.75,15084.0,14905.0,15037.75,410525
2021-07-30,14905.25,14980.0,14811.25,14955.75,499644
2021-08-02,14972.75,15056.25,14932.25,14952.75,442644
2021-08-03,14962.25,15050.0,14849.0,15046.25,516355
2021-08-04,15038.0,15108.0,14997.0,15073.5,439586
2021-08-05,15081.75,15172.5,15069.25,15167.75,336931
2021-08-06,15167.75,15169.75,15047.25,15095.5,413388
2021-08-09,15090.25,15145.5,15003.25,15125.25,356032
2021-08-10,15128.75,15157.25,14994.5,15044.5,468981
2021-08-11,15045.0,15119.0,14963.0,15019.5,474396
2021-08-12,15008.5,15090.5,14941.25,15078.5,382289
2021-08-13,15079.75,15141.75,15055.25,15125.75,361981
2021-08-16,15119.25,15139.0,14917.25,15134.0,585649
2021-08-17,15131.5,15133.75,14897.0,14997.5,680765
2021-08-18,14970.25,15037.25,14806.5,14849.25,562340
2021-08-19,14840.0,14999.0,14710.5,14928.0,721952
2021-08-20,14943.25,15100.0,14851.0,15086.75,496280
2021-08-23,15090.0,15337.5,15086.5,15304.5,405392
2021-08-24,15327.0,15384.0,15309.5,15355.5,360826
2021-08-25,15362.25,15397.0,15333.0,15364.25,395504
2021-08-26,15367.25,15368.25,15255.25,15274.75,561658
2021-08-27,15286.0,15443.75,15265.5,15426.5,435647
2021-08-30,15432.75,15617.75,15420.0,15597.5,412522
2021-08-31,15605.5,15677.25,15517.75,15582.5,514528
2021-09-01,15599.5,15699.0,15578.5,15609.25,458595
2021-09-02,15610.0,15682.0,15551.75,15601.0,458509
2021-09-03,15601.0,15677.5,15552.25,15651.5,456436
2021-09-06,15656.0,15708.75,15642.5,15701.25,56429
2021-09-07,15702.0,15702.25,15606.75,15674.75,477808
2021-09-08,15671.0,15691.0,15523.75,15620.0,550063
2021-09-09,15610.0,15675.75,15545.75,15558.75,511866
2021-09-10,15561.0,15668.0,15433.5,15441.5,327737
2021-09-15,15390.0,15514.5,15307.75,15496.5,470956
2021-09-16,15509.75,15532.5,15358.75,15509.5,451069
2021-09-17,15497.75,15528.25,15276.25,15326.0,626460
2021-09-20,15284.0,15338.25,14807.5,15009.5,833407
2021-09-21,14992.0,15163.25,14963.25,15024.0,656483
2021-09-22,14992.75,15227.0,14930.5,15163.5,595615
2021-09-23,15178.25,15347.0,15175.25,15303.5,506871
2021-09-24,15300.25,15334.25,15176.75,15318.75,461987
2021-09-27,15319.0,15399.25,15084.0,15194.75,534952
2021-09-28,15172.25,15192.25,14740.75,14764.75,820595
2021-09-29,14769.25,14926.0,14711.0,14739.75,643408
2021-09-30,14769.75,14883.5,14670.25,14682.5,692443
2021-10-01,14702.25,14818.0,14537.0,14761.75,655238
2021-10-04,14815.5,14818.5,14367.75,14462.25,783562
2021-10-05,14493.75,14754.75,14410.5,14655.25,565849
2021-10-06,14662.0,14770.0,14422.5,14759.0,752485
2021-10-07,14768.0,15001.25,14767.0,14881.25,488277
2021-10-08,14891.25,14996.0,14790.75,14808.25,547174
2021-10-11,14810.25,14897.25,14677.0,14700.5,508172
2021-10-12,14688.5,14783.25,14585.5,14653.25,596262
2021-10-13,14594.0,14795.75,14591.0,14767.75,544956
2021-10-14,14770.25,15071.5,14767.5,15037.25,418941
2021-10-15,15063.75,15145.0,15020.75,15134.5,430429
2021-10-18,15145.0,15297.25,15038.75,15290.5,419451
2021-10-19,15289.75,15428.25,15269.0,15398.5,379362
2021-10-20,15411.0,15446.5,15319.0,15377.5,445286
2021-10-21,15357.5,15483.75,15301.0,15478.75,433063
2021-10-22,15383.0,15463.5,15273.75,15341.0,540556
2021-10-25,15324.25,15546.0,15295.75,15495.75,451861
2021-10-26,15543.0,15701.0,15503.0,15545.0,575431
2021-10-27,15532.25,15717.5,15507.25,15587.25,529532
2021-10-28,15595.0,15777.0,15591.75,15764.75,493611
2021-10-29,15679.75,15864.75,15595.5,15838.5,479470
2021-11-01,15885.25,15914.75,15768.5,15894.25,406827
2021-11-02,15891.0,15980.25,15849.5,15961.25,416124
2021-11-03,15957.75,16145.75,15935.25,16129.75,444079
2021-11-04,16129.5,16376.0,16129.5,16330.75,516509
2021-11-05,16335.0,16448.5,16292.0,16351.75,520172
2021-11-08,16293.0,16394.0,16256.0,16327.75,411970
2021-11-09,16315.5,16391.75,16160.0,16212.75,554798
2021-11-10,16201.25,16243.0,15896.5,15980.5,651877
2021-11-11,15989.0,16114.0,15976.0,16022.75,431258
2021-11-12,16043.75,16213.25,16001.75,16192.75,416324
2021-11-15,16212.25,16276.5,16082.25,16187.75,478871
2021-11-16,16198.5,16323.75,16142.0,16300.75,420502
2021-11-17,16297.75,16396.5,16270.0,16311.5,452813
2021-11-18,16322.5,16508.0,16303.5,16481.25,593484
2021-11-19,16503.25,16628.5,16490.25,16575.0,539483
2021-11-22,16600.25,16767.5,16364.5,16382.0,760763
2021-11-23,16399.0,16418.75,16118.5,16312.0,892468
2021-11-24,16300.25,16368.5,16102.0,16366.0,649574
2021-11-25,16360.0,16436.0,16352.25,16404.5,69048
2021-11-26,16405.75,16413.0,15988.0,16051.0,600235
2021-11-29,16046.5,16437.75,16038.0,16390.75,591329
2021-11-30,16419.0,16456.25,16068.75,16150.5,842303
2021-12-01,16238.75,16427.5,15825.25,15869.75,853911
2021-12-02,15891.75,16066.25,15762.75,15988.5,848761
2021-12-03,16020.0,16121.75,15538.0,15717.75,887293
2021-12-06,15716.25,15897.25,15559.25,15842.75,685623
2021-12-07,15848.75,16374.5,15824.5,16318.0,581781
2021-12-08,16360.5,16436.75,16251.5,16392.25,487048
2021-12-09,16380.5,16420.0,16120.25,16148.75,571966
2021-12-10,16158.5,16335.75,16133.75,16329.75,332445
2021-12-13,16321.75,16411.25,16064.25,16082.0,186248
2021-12-14,16085.0,16133.75,15738.5,15924.75,189464
2021-12-15,15928.5,16302.5,15744.5,16288.0,117142
2021-12-16,16288.0,16457.0,15793.0,15866.75,759028
2021-12-17,15878.0,15956.5,15651.75,15788.0,789982
2021-12-20,15809.5,15851.75,15492.0,15621.25,667245
2021-12-21,15674.25,15987.25,15605.0,15980.0,525734
2021-12-22,15979.0,16183.0,15881.5,16169.75,470805
2021-12-23,16180.0,16356.0,16145.25,16299.0,341814
2021-12-27,16304.25,16580.75,16304.25,16560.0,342718
2021-12-28,16565.75,16659.5,16452.25,16488.0,450281
2021-12-29,16513.5,16564.25,16387.5,16490.5,350905
2021-12-30,16484.5,16567.5,16411.25,16430.25,297627
2021-12-31,16431.0,16464.0,16313.75,16320.75,356423
2022-01-03,16356.0,16508.0,16292.0,16485.5,504454
2022-01-04,16497.75,16564.0,16139.5,16275.75,662511
2022-01-05,16265.0,16269.0,15752.75,15766.5,757477
2022-01-06,15763.75,15895.75,15598.5,15759.0,794291
2022-01-07,15801.75,15852.75,15510.0,15581.0,690650
2022-01-10,15590.0,15669.0,15152.5,15608.0,878788
2022-01-11,15622.25,15839.5,15475.0,15831.0,699957
2022-01-12,15826.0,16009.25,15762.5,15887.25,667346
2022-01-13,15901.0,15979.75,15458.25,15490.25,755583
2022-01-14,15505.0,15621.0,15312.5,15595.75,787450
2022-01-17,15616.75,15653.25,15507.25,15559.25,112543
2022-01-18,15564.0,15603.25,15170.75,15206.0,745228
2022-01-19,15238.75,15372.0,15011.25,15033.5,770384
2022-01-20,15042.25,15340.25,14646.75,14841.0,761355
2022-01-21,14722.0,14858.5,14408.5,14426.5,1028529
2022-01-24,14410.0,14582.0,13706.0,14501.0,1303233
2022-01-25,14495.0,14499.0,13890.0,14140.75,946405
2022-01-26,13945.5,14639.75,13945.5,14158.5,891402
2022-01-27,14194.0,14409.25,13844.5,13986.75,859781
2022-01-28,14167.75,14442.0,13831.0,14433.0,865703
2022-01-31,14454.0,14914.75,14353.25,14905.0,633959
2022-02-01,14868.75,15137.0,14729.25,14994.75,588588
2022-02-02,15129.0,15260.0,14825.0,15114.5,634123
2022-02-03,14852.5,14870.0,14456.25,14492.25,717972
2022-02-04,14770.0,14825.75,14362.75,14685.5,756861
2022-02-07,14682.5,14806.25,14511.5,14559.75,557025
2022-02-08,14600.0,14776.0,14467.5,14734.5,604140
2022-02-09,14746.25,15068.0,14741.0,15038.25,524006
2022-02-10,15062.25,15062.25,14622.0,14701.0,819348
2022-02-11,14698.25,14766.75,14181.0,14240.5,826200
2022-02-14,14250.0,14394.0,14031.0,14253.0,728327
2022-02-15,14257.0,14614.75,14223.25,14609.5,555487
2022-02-16,14588.0,14668.5,14381.0,14600.0,588402
2022-02-17,14592.25,14619.5,14131.5,14164.75,623354
2022-02-18,14156.25,14299.0,13906.25,13996.0,754999
2022-02-21,13952.75,14157.5,13716.25,13735.5,237331
2022-02-22,13680.0,14108.25,13580.25,13862.75,866787
2022-02-23,13928.25,14068.75,13471.25,13507.5,703162
2022-02-24,13484.25,13983.25,13025.75,13966.5,1108985
2022-02-25,13909.5,14196.25,13760.25,14180.5,775149
2022-02-28,13900.25,14292.25,13683.0,14228.0,745433
2022-03-01,14219.25,14327.75,13900.0,14005.5,638649
2022-03-02,14026.25,14290.0,13911.5,14239.25,620641
2022-03-03,14196.5,14391.0,13955.0,14030.5,591229
2022-03-04,14069.25,14086.5,13733.75,13839.75,716141
2022-03-07,13763.5,13879.75,13265.0,13320.75,702998
2022-03-08,13283.0,13666.0,13103.25,13267.0,827158
2022-03-09,13192.25,13821.75,13189.75,13734.75,639503
2022-03-10,13778.0,13778.0,13396.25,13586.0,577122
2022-03-11,13577.25,13860.75,13281.75,13292.0,374050
2022-03-14,13362.0,13447.5,13015.5,13045.5,319283
2022-03-15,13082.0,13489.0,12944.0,13451.75,207979
2022-03-16,13451.75,14029.25,13420.5,13953.0,219316
2022-03-17,13999.0,14136.25,13822.75,14111.75,89665
2022-03-18,14060.0,14095.25,13970.5,14095.25,3994
2022-03-21,14404.0,14466.75,14183.75,14370.5,589629
2022-03-22,14390.0,14690.75,14293.5,14654.0,509918
2022-03-23,14654.0,14682.25,14441.0,14447.0,555130
2022-03-24,14462.75,14769.75,14433.5,14763.75,512267
2022-03-25,14765.0,14840.5,14572.5,14755.75,545802
2022-03-28,14756.0,14997.0,14658.75,14985.25,527978
2022-03-29,14981.0,15268.75,14956.5,15237.75,547318
2022-03-30,15222.0,15262.25,15012.25,15071.5,505476
2022-03-31,15100.5,15180.75,14855.5,14868.75,549487
2022-04-01,14918.75,14960.0,14725.0,14863.75,534606
2022-04-04,14846.0,15174.5,14801.0,15164.25,451407
2022-04-05,15155.5,15198.0,14780.25,14828.0,556455
2022-04-06,14861.0,14861.25,14394.75,14505.25,775512
2022-04-07,14496.25,14633.75,14317.0,14536.0,640437
2022-04-08,14536.25,14642.25,14310.5,14327.0,634759
2022-04-11,14345.0,14382.0,13984.75,14000.0,559821
2022-04-12,14006.25,14284.25,13881.25,13945.0,701634
2022-04-13,13952.75,14266.5,13921.0,14221.5,523213
2022-04-14,14211.5,14296.25,13876.5,13893.75,538480
2022-04-18,13892.0,14002.5,13729.5,13907.75,489416
2022-04-19,13962.75,14242.0,13828.0,14217.25,550047
2022-04-20,14104.75,14298.0,13956.5,14004.75,600514
2022-04-21,14070.0,14283.0,13667.5,13728.25,678615
2022-04-22,13720.0,13781.0,13297.0,13353.5,723771
2022-04-25,13334.25,13549.75,13184.0,13535.75,741425
2022-04-26,13523.5,13583.75,12801.5,13016.0,745952
2022-04-27,12881.0,13255.25,12878.25,13009.0,809636
2022-04-28,13191.0,13542.0,13033.0,13454.75,745223
2022-04-29,13219.5,13433.0,12831.75,12852.0,710468
2022-05-02,12892.25,13084.5,12709.75,13073.0,754549
2022-05-03,13051.75,13183.75,12968.5,13087.5,655428
2022-05-04,13121.0,13555.25,12883.0,13531.25,694894
2022-05-05,13500.25,13548.0,12705.25,12858.0,864492
2022-05-06,12883.25,12928.75,12519.0,12695.75,841099
2022-05-09,12605.0,12637.25,12135.25,12193.75,799548
2022-05-10,12206.0,12547.0,12102.25,12349.0,839293
2022-05-11,12328.75,12553.25,11938.5,11969.75,851980
2022-05-12,12004.5,12132.75,11689.0,11947.25,868922
2022-05-13,11891.5,12432.0,11891.5,12382.75,652769
2022-05-16,12409.0,12498.75,12190.25,12244.75,619834
2022-05-17,12235.5,12578.0,12234.0,12560.25,647521
2022-05-18,12572.0,12594.0,11862.75,11935.5,725137
2022-05-19,11907.0,12076.75,11704.0,11878.25,820515
2022-05-20,11898.0,12096.75,11491.25,11840.75,793440
2022-05-23,11866.0,12075.5,11783.75,12035.25,650930
2022-05-24,11915.0,11918.0,11576.25,11771.0,707635
2022-05-25,11808.0,12036.0,11672.0,11942.25,663596
2022-05-26,11887.5,12343.0,11848.25,12279.25,603906
2022-05-27,12250.0,12720.25,12222.0,12677.75,598890
2022-05-30,12705.25,12883.0,12672.75,12810.0,126838
2022-05-31,12811.0,12825.75,12480.0,12646.5,694328
2022-06-01,12662.5,12823.5,12454.75,12551.0,672377
2022-06-02,12549.75,12903.75,12442.5,12893.75,615116
2022-06-03,12896.0,12945.25,12503.0,12551.0,641544
2022-06-06,12549.75,12810.0,12527.0,12605.0,531235
2022-06-07,12605.25,12740.25,12412.5,12711.5,573003
2022-06-08,12680.5,12783.0,12579.25,12615.75,569425
2022-06-09,12625.0,12726.0,12255.25,12275.0,653281
2022-06-10,12301.5,12338.75,11823.0,11840.0,549860
2022-06-13,11768.0,11772.5,11254.5,11296.5,387943
2022-06-14,11334.25,11505.5,11205.0,11314.25,288820
2022-06-15,11329.75,11759.25,11327.75,11593.75,217890
2022-06-16,11608.5,11737.75,11036.75,11124.75,107886
2022-06-17,11178.5,11290.0,11130.25,11130.5,7745
2022-09-15,12234.0,12268.75,11937.5,12007.5,712733
2022-09-16,11951.5,11961.25,11778.5,11933.5,740191
2022-09-19,11920.0,12066.25,11792.25,12024.0,625818
2022-09-20,12045.75,12092.5,11828.25,11922.25,697987
2022-09-21,11946.0,12140.5,11647.5,11710.0,813279
2022-09-22,11661.25,11796.0,11510.0,11565.5,780902
2022-09-23,11583.75,11600.25,11229.0,11376.75,793472
2022-09-26,11362.5,11537.75,11256.5,11316.25,801456
2022-09-27,11315.5,11568.25,11233.5,11333.75,829118
2022-09-28,11361.0,11613.5,11141.5,11555.75,884720
2022-09-29,11544.0,11567.25,11091.5,11228.25,878846
2022-09-30,11220.0,11357.25,11024.25,11035.5,865580
2022-10-03,11030.0,11358.25,10890.75,11285.75,747335
2022-10-04,11314.5,11675.0,11281.5,11640.75,759874
2022-10-05,11630.25,11711.0,11366.5,11623.75,693072
2022-10-06,11628.0,11729.75,11505.25,11541.75,769425
2022-10-07,11494.5,11564.5,11043.25,11101.5,750477
2022-10-10,11067.75,11136.5,10876.75,10984.5,746652
2022-10-11,10987.0,11039.5,10767.25,10845.0,822283
2022-10-12,10875.0,10976.75,10805.5,10840.5,722608
2022-10-13,10859.0,11142.75,10484.75,11083.75,1031967
2022-10-14,11064.75,11253.5,10726.75,10744.0,833624
2022-10-17,10720.0,11146.25,10713.0,11110.25,628500
2022-10-18,11161.25,11431.75,11081.5,11198.75,826716
2022-10-19,11320.25,11382.75,11049.0,11153.25,730151
2022-10-20,11134.0,11328.75,11008.0,11090.75,732537
2022-10-21,11061.25,11386.25,10935.5,11358.5,828179
2022-10-24,11393.75,11530.25,11207.75,11478.75,706440
2022-10-25,11453.75,11734.0,11430.25,11713.5,651144
2022-10-26,11510.0,11703.5,11415.0,11446.0,769868
2022-10-27,11417.75,11537.5,10921.5,11235.25,761967
2022-10-28,11122.75,11626.0,11062.0,11587.0,716855
2022-10-31,11592.5,11595.0,11367.25,11447.25,598265
2022-11-01,11455.0,11619.0,11288.75,11332.0,599458
2022-11-02,11320.25,11460.0,10909.0,10944.5,764806
2022-11-03,10938.0,10996.0,10708.0,10728.5,692890
2022-11-04,10712.0,10974.25,10636.0,10890.25,872463
2022-11-07,10934.5,11038.5,10847.25,11014.25,462230
2022-11-08,11016.0,11231.25,10928.75,11094.25,717992
2022-11-09,11089.25,11164.25,10822.25,10830.75,653941
2022-11-10,10841.0,11677.0,10808.0,11632.25,838936
2022-11-11,11669.75,11876.75,11569.25,11848.0,674991
2022-11-14,11791.0,11898.5,11702.0,11768.5,567980
2022-11-15,11768.5,12118.75,11761.75,11904.25,765482
2022-11-16,11882.0,11963.0,11706.5,11739.5,568954
2022-11-17,11777.75,11827.5,11528.25,11710.5,645649
2022-11-18,11747.75,11843.0,11607.0,11708.0,578497
2022-11-21,11723.0,11756.0,11553.0,11588.0,474244
2022-11-22,11588.0,11759.25,11526.5,11754.5,524889
2022-11-23,11741.5,11892.75,11720.0,11862.75,466500
2022-11-24,11878.0,11933.0,11873.25,11910.75,57133
2022-11-25,11914.25,11924.0,11766.25,11782.75,191310
2022-11-28,11731.25,11788.5,11575.25,11616.25,501203
2022-11-29,11618.75,11704.5,11465.0,11519.25,549765
2022-11-30,11520.0,12078.5,11497.75,12042.25,746333
2022-12-01,12079.25,12145.0,11943.25,12062.75,618345
2022-12-02,12039.75,12067.75,11740.5,12010.25,581587
2022-12-05,12000.5,12015.75,11745.5,11805.75,529609
2022-12-06,11812.0,11846.25,11502.0,11566.0,647206
2022-12-07,11566.0,11596.25,11422.5,11509.5,624271
2022-12-08,11500.0,11685.75,11433.0,11645.5,574685
2022-12-09,11641.5,11748.0,11517.0,11569.75,436718
2022-12-12,11553.0,11716.0,11522.75,11711.75,235644
2022-12-13,11691.25,12229.5,11680.5,11839.75,300185
2022-12-14,11839.0,11948.5,11613.75,11750.75,150205
2022-12-15,11758.75,11779.5,11298.25,11347.25,121711
2022-12-16,11446.5,11491.5,11275.5,11344.75,653004
2022-12-19,11328.75,11411.0,11131.75,11193.25,555344
2022-12-20,11182.5,11247.0,11043.5,11175.75,616192
2022-12-21,11206.5,11389.75,11181.0,11334.5,623481
2022-12-22,11357.0,11384.75,10870.5,11054.25,706162
2022-12-23,11061.0,11143.0,10916.25,11075.25,529853
2022-12-27,11104.0,11183.75,10896.0,10915.5,493792
2022-12-28,10915.75,10996.5,10758.75,10772.75,624376
2022-12-29,10785.75,11071.5,10777.5,11032.75,461005
2022-12-30,11033.5,11051.5,10855.5,11022.25,457164
2023-01-03,11122.5,11182.0,10844.75,10945.5,650172
2023-01-04,10941.25,11068.5,10863.5,10999.25,751121
